NetID,Name,Expected_Graduation,MajorID
rbarb2,Richard Barber,3.0,Middle Grades Education
rbarn2,Robert Barnett,2.0,Finance
rbarry2,Rhonda Barry,1.0,Sustainable Design
rbas2,Rodney Bass,2.5,Computer Science + Astronomy
rbates2,Ricky Bates,2.0,Physics
rbeasle2,Rodney Beasley,3.0,Nuclear
rbec2,Robert Beck,4.0,Elementary Education
rbecke2,Robert Becker,5.0,Systems Engineering & Design
rbell2,Richard Bell,2.5,Early Childhood Education
rbent2,Rachel Benton,4.5,Accountancy
rbisho2,Richard Bishop,4.5,Environmental Engineering
rblack2,Robin Black,3.0,Information Systems
rbond2,Russell Bond,1.0,Business + Data Science
rbowman2,Robert Bowman,1.0,Environmental Engineering
rbrenn2,Ronald Brennan,4.5,Architectural Studies
rbro2,Robin Brown,3.0,Electrical Engineering
rbrow2,Rachael Brown,5.0,Finance
rbrown2,Robert Brown,5.0,Nutrition and Health
rbrown3,Rebecca Brown,2.0,Engineering Mechanics
rbrown4,Ronald Brown,1.5,Middle Grades Education
rbrown6,Robert Brown,4.0,Strategy
rbrown7,Rodney Brown,3.5,Computer Science + Advertising
rburg2,Ryan Burgess,1.5,Finance
rburke2,Robert Burke,2.5,Sustainability in Food & Environmental Systems
rburto2,Robert Burton,4.0,Advertising
rca2,Raymond Caldwell,1.5,Media & Cinema Studies
rcam2,Rachel Cameron,4.0,Kinesiology
rcamer2,Robert Cameron,2.0,Agronomy
rcamero2,Ryan Cameron,3.5,Aerospace Engineering
rcann2,Richard Cannon,1.0,Information Systems
rcar2,Ronald Carroll,5.0,Mechanical Engineering
rcare2,Rebecca Carey,4.5,Special Education
rcarey2,Richard Carey,1.5,Computer Science + Physics
rcarr2,Ryan Carr,1.5,Finance
rcas2,Roy Castro,1.0,Business + Data Science
rcast2,Ruben Castillo,2.5,Finance
rch2,Rachel Chase,3.5,Computer Engineering
rchu2,Randy Church,4.0,Computer Science + Physics
rcisne2,Rodney Cisneros,3.0,Systems Engineering & Design
rclark2,Roberto Clark,3.0,Elementary Education
rcohen2,Robin Cohen,1.0,Secondary Education
rcole2,Robin Coleman,4.0,Industrial Engineering
rconn2,Richard Conner,3.0,Nuclear
rcoo2,Regina Cooper,2.5,Biochemistry
rcordo2,Rachel Cordova,4.0,Early Childhood Education
rcr2,Richard Crosby,3.5,Kinesiology
rcr3,Robert Crawford,2.5,Architectural Studies
rcraw2,Ricky Crawford,4.5,Engineering Mechanics
rcrosb2,Robert Crosby,4.0,Dance
rda2,Rachel Davis,3.5,Mechanical Engineering
rda3,Richard Daniels,1.5,Computer Science + Advertising
rdave2,Richard Davenport,3.5,Management
rdaven2,Robert Davenport,5.0,Accountancy + Data Science
rdavi2,Rachel Davis,1.0,Environmental Engineering
rdavis2,Roberto Davis,1.0,Architectural Studies
rdavis3,Robert Davis,3.5,Early Childhood Education
rdavis4,Robert Davis,2.0,Computer Engineering
rdavis5,Richard Davis,3.0,Engineering Technology & Management for Agricultural Systems
rdi2,Rebecca Dickson,2.0,Computer Science + Astronomy
rdixon2,Randy Dixon,4.5,Materials Science & Engineering
rdr2,Robert Drake,2.0,Information Systems
rdunc2,Rachel Duncan,2.0,Human Development & Family Studies
redward2,Richard Edwards,1.0,Chemistry
redward3,Robert Edwards,1.0,Computer Science + Animal Sciences
rellio2,Raymond Elliott,3.0,Industrial Engineering
rev2,Ryan Evans,3.0,Agricultural & Consumer Economics
revan2,Roger Evans,4.0,Hospitality Management
revans2,Rhonda Evans,3.5,Marketing
rflores2,Ryan Flores,4.5,Operations Management
rfloy2,Ronald Floyd,3.5,Marketing
rfowler2,Ruth Fowler,3.5,Operations Management
rfox2,Rachel Fox,1.0,Agricultural & Biological Engineering
rfox3,Robert Fox,3.5,Engineering Technology & Management for Agricultural Systems
rfree2,Randall Freeman,4.5,Neural Engineering
rfritz2,Ronnie Fritz,4.0,Agricultural & Consumer Economics
rgarc2,Richard Garcia,1.0,Marketing
rgardn2,Rebecca Gardner,5.0,Special Education
rgardn3,Robin Gardner,3.5,Engineering Technology & Management for Agricultural Systems
rge2,Robert George,3.0,Finance
rgib3,Richard Gibson,5.0,Media & Cinema Studies
rgonza2,Ryan Gonzalez,3.5,Agricultural & Consumer Economics
rgra2,Rebecca Gray,1.5,Nuclear
rgra3,Richard Graves,2.5,Engineering Technology & Management for Agricultural Systems
rgra4,Roberta Gray,1.5,Chemical Engineering
rgrah2,Rita Graham,2.0,Agricultural & Biological Engineering
rgray2,Richard Gray,3.5,Information Sciences + Data Science
rgreen2,Raymond Green,2.5,Plant Biotechnology
rgriffi2,Richard Griffin,1.5,Management
rgue2,Raymond Guerrero,3.0,Nuclear
rha2,Richard Hartman,3.0,Bioengineering
rhar2,Rebecca Hardin,2.0,Finance
rharmo2,Russell Harmon,1.5,Information Sciences
rharr2,Rebecca Harris,1.5,Strategy
rharre2,Robert Harrell,2.0,Special Education
rharri2,Robert Harris,2.0,Special Education
rharri3,Ryan Harris,1.0,Finance
rhawk2,Ruth Hawkins,3.5,Electrical Engineering
rhen2,Rebecca Henderson,2.0,Bioengineering
rhen3,Ralph Hendricks,2.5,Computer Science + Animal Sciences
rho2,Ronald Howard,5.0,Computer Science
rhollo2,Rick Holloway,2.5,Accountancy
rhor2,Richard Horton,4.0,Geology
rhowa2,Rachel Howard,1.0,Middle Grades Education
rhu2,Robin Hunt,2.5,Strategy
rhug2,Ryan Hughes,3.0,Nuclear
rhugh2,Rachael Hughes,3.5,Learning & Education Studies
rhugh3,Robert Hughes,2.5,Neural Engineering
rhum2,Rachel Humphrey,4.0,Computer Science + Astronomy
rhun2,Robert Hunt,5.0,Sustainability in Food & Environmental Systems
rjacks2,Robert Jackson,1.0,Learning & Education Studies
rjacob2,Rebecca Jacobs,4.0,Civil Engineering
rjeffer2,Richard Jefferson,2.5,Engineering Technology & Management for Agricultural Systems
rjen2,Richard Jensen,2.0,Journalism
rjenni2,Rachel Jennings,2.0,Agricultural & Consumer Economics
rjimene2,Randy Jimenez,2.0,Finance
rjohn2,Richard Johnson,2.5,Sustainable Design
rjohnso2,Ronald Johnson,1.0,Computer Science + Music
rjone2,Rebecca Jones,1.5,Geology
rjone3,Russell Jones,1.5,Plant Biotechnology
rjones2,Ronald Jones,3.5,Agricultural & Consumer Economics
rjor2,Rebecca Jordan,1.0,Industrial Engineering
rka2,Regina Kane,4.5,Materials Science & Engineering
rke2,Richard Kelley,3.5,Computer Science + Advertising
rkelly2,Roberto Kelly,2.0,Chemical Engineering
rken2,Randy Kennedy,1.0,Plant Biotechnology
rkenned2,Ronald Kennedy,3.0,Information Sciences + Data Science
rkenned3,Ryan Kennedy,5.0,Journalism
rki2,Richard Kirk,1.0,Electrical Engineering
rking2,Robert King,3.0,Computer Science + Animal Sciences
rklei2,Robert Klein,3.0,Middle Grades Education
rknight2,Robin Knight,4.5,Business + Data Science
rkru2,Rachael Krueger,5.0,Learning & Education Studies
rla2,Raymond Lane,1.5,Sustainable Design
rlam2,Robert Lam,5.0,Advertising
rlawren2,Rebekah Lawrence,3.0,Nutrition and Health
rle2,Rebecca Lee,4.5,Computer Science + Physics
rle3,Raymond Lee,1.5,Agricultural & Biological Engineering
rlest2,Richard Lester,2.5,Innovation
rli2,Ryan Liu,4.0,Neural Engineering
rlivin2,Robert Livingston,3.0,Business + Data Science
rlloy2,Ronald Lloyd,1.0,Business + Data Science
rlong2,Renee Long,4.0,Accountancy + Data Science
rlowe2,Richard Lowe,4.0,Elementary Education
rlun2,Roy Luna,2.0,Computer Science + Astronomy
rma2,Ryan Martinez,1.0,Industrial Engineering
rma3,Roger Martinez,1.0,Bioengineering
rma4,Rachel Martin,4.0,Middle Grades Education
rmac2,Robin Mack,4.5,Journalism
rmannin2,Ronald Manning,2.5,Early Childhood Education
rmar2,Roger Marquez,4.5,Information Sciences + Data Science
rmart2,Robert Martin,1.5,Finance + Data Science
rmarti2,Rick Martinez,4.0,Physics
rmarti3,Rebekah Martinez,1.0,Early Childhood Education
rmarti4,Rebecca Martinez,4.0,Architectural Studies
rmathew2,Rebecca Mathews,5.0,Kinesiology
rmaxwe2,Rebecca Maxwell,3.5,Journalism
rmaye2,Robin Mayer,1.0,Systems Engineering & Design
rmc2,Ryan Mclean,4.5,Computer Science + Crop Sciences
rmc3,Ryan Mccarty,2.0,Operations Management
rmccl2,Rhonda Mcclure,2.5,Computer Science + Bioengineering
rmcma2,Robert Mcmahon,2.5,Learning & Education Studies
rmeyer2,Russell Meyer,2.0,Chemical Engineering
rmeyers2,Ryan Meyers,5.0,Accountancy
rmi2,Roberto Miller,2.0,Environmental Engineering
rmi3,Robin Miller,1.0,Computer Science
rmil2,Ryan Mills,1.5,Secondary Education
rmill2,Ruben Miller,3.0,Early Childhood Education
rmiller2,Ryan Miller,3.0,Aerospace Engineering
rmo2,Robin Morrow,3.0,Finance + Data Science
rmo3,Robert Morgan,5.0,Computer Science + Physics
rmo4,Ronald Moore,4.5,Elementary Education
rmo5,Robert Moore,1.5,Bioengineering
rmo6,Ryan Moore,2.5,Operations Management
rmo7,Robert Moody,3.0,Management
rmoor2,Robert Moore,4.0,Aerospace Engineering
rmoor3,Richard Moore,4.0,Biochemistry
rmoore2,Raymond Moore,3.0,Middle Grades Education
rmoreno2,Ricky Moreno,2.5,Computer Science
rmorrow2,Robert Morrow,4.0,Electrical Engineering
rmun2,Robert Munoz,4.0,Media & Cinema Studies
rmur2,Richard Murphy,4.5,Computer Science + Music
rmur3,Richard Murphy,4.5,Food Science
rnavar2,Rachel Navarro,2.0,Nuclear
rne2,Ronald Newman,5.0,Computer Science + Crop Sciences
rneal2,Renee Neal,3.0,Secondary Education
rng2,Randy Nguyen,4.0,Neural Engineering
rngu2,Ronald Nguyen,3.0,Physics
rnor2,Robert Norton,2.0,Strategy
robrie2,Ronald Obrien,4.5,Architectural Studies
ron2,Rachel Oneill,2.5,Physics
rortega2,Roger Ortega,4.5,Learning & Education Studies
rowen2,Robert Owens,3.0,Physics
rowens2,Robert Owens,1.0,Architectural Studies
rpa2,Rachel Patrick,2.5,Computer Science + Animal Sciences
rpalmer2,Robert Palmer,2.5,Operations Management
rpatric2,Renee Patrick,2.5,Advertising
rpatt2,Randall Patterson,3.0,Aerospace Engineering
rpe2,Rachel Peterson,4.5,Computer Science + Physics
rpere2,Ryan Perez,4.0,Human Development & Family Studies
rpete2,Ronnie Petersen,2.5,Advertising
rphilli2,Rebecca Phillips,3.0,Engineering Technology & Management for Agricultural Systems
rpitts2,Robert Pitts,5.0,Business + Data Science
rpr2,Randall Price,4.5,Computer Science + Music
rpratt2,Ronald Pratt,3.5,Nuclear
rprice2,Ryan Price,2.0,Chemical Engineering
rprice3,Ryan Price,4.5,Materials Science & Engineering
rra2,Ronald Ramsey,4.5,Computer Science + Animal Sciences
rran2,Robert Randall,1.5,Physics
rran3,Robert Randall,4.5,Computer Science + Music
rreil2,Rachel Reilly,5.0,Computer Science + Bioengineering
rreye2,Roberto Reyes,4.0,Dietetics and Nutrition
rro2,Ryan Roberts,2.5,Computer Science + Physics
rroac2,Rhonda Roach,3.0,Journalism
rrobe2,Robert Roberts,5.0,Plant Biotechnology
rrobins2,Ryan Robinson,5.0,Sustainable Design
rrocha2,Rodney Rocha,4.5,Computer Science + Bioengineering
rrodrig2,Rhonda Rodriguez,3.5,Architectural Studies
rrodrig3,Ryan Rodriguez,4.5,Kinesiology
rru2,Robert Russell,2.0,Dance
rruiz2,Robert Ruiz,4.5,Food Science
rryan2,Robert Ryan,3.5,Materials Science & Engineering
rsan2,Ronald Sanchez,5.0,Nuclear
rsch2,Randy Schmidt,5.0,Hospitality Management
rscot2,Robert Scott,1.0,Computer Science + Advertising
rsh2,Robert Shaw,5.0,Computer Engineering
rslo2,Rachel Sloan,3.5,Information Systems
rsm2,Ryan Smith,3.5,Secondary Education
rsm3,Rebecca Smith,4.0,Agricultural & Consumer Economics
rsmi2,Rebecca Smith,1.5,Computer Science + Bioengineering
rsmi3,Ronald Smith,2.5,Agricultural & Biological Engineering
rsmi4,Ralph Smith,4.0,Environmental Engineering
rsmit2,Roger Smith,4.0,Information Systems
rsmit3,Robert Smith,3.0,Advertising
rsmith2,Ryan Smith,3.5,Computer Science + Animal Sciences
rsmith3,Raymond Smith,4.5,Business + Data Science
rsmith4,Rebecca Smith,3.5,Computer Science + Astronomy
rsoto2,Richard Soto,5.0,Physics
rste2,Rachel Stevens,1.5,Elementary Education
rste3,Robert Steele,5.0,Business + Data Science
rstev2,Robert Stevens,2.5,Electrical Engineering
rsto2,Richard Stokes,4.5,Human Development & Family Studies
rstone2,Robert Stone,4.5,Computer Science + Crop Sciences
rstout2,Richard Stout,1.0,Accountancy + Data Science
rsulli2,Robin Sullivan,3.0,Industrial Engineering
rtay2,Ricardo Taylor,2.5,Aerospace Engineering
rtayl2,Ray Taylor,4.5,Sustainable Design
rth2,Robert Thompson,2.5,Geology
rtho2,Richard Thomas,2.0,Neural Engineering
rthoma2,Rachel Thomas,4.0,Food Science
rtorr2,Ruben Torres,1.0,Information Systems
rtorr3,Richard Torres,3.0,Finance
rvanc2,Ricky Vance,2.5,Physics
rvega2,Rebecca Vega,4.0,Finance
rwa2,Rebecca Warren,1.0,Chemistry
rwa3,Roger Watson,2.0,Journalism
rwa4,Ronnie Walters,2.5,Business + Data Science
rwal2,Ryan Walsh,3.0,Accountancy + Data Science
rwal3,Rose Walker,3.5,Electrical Engineering
rwal4,Russell Walker,3.5,Electrical Engineering
rwalls2,Russell Walls,4.5,Materials Science & Engineering
rward2,Robert Ward,3.0,Marketing
rware2,Rebekah Ware,3.5,Accountancy
rwarne2,Ryan Warner,3.0,Chemistry
rwats2,Randy Watson,2.0,Early Childhood Education
rwatso2,Raymond Watson,1.5,Computer Science + Physics
rwebb2,Randy Webb,5.0,Secondary Education
rwebb3,Roy Webb,4.0,Chemistry
rweber2,Richard Weber,3.0,Elementary Education
rwel2,Ronald Welch,3.0,Computer Science + Animal Sciences
rwh2,Robert Wheeler,4.5,Journalism
rwhi2,Rachel White,1.5,Engineering Mechanics
rwhit2,Robert White,3.5,Bioengineering
rwhite2,Ross White,4.5,Industrial Engineering
rwilc2,Regina Wilcox,4.0,Physics
rwile2,Rebecca Wiley,2.5,Information Sciences
rwilli2,Robert Williams,4.0,Early Childhood Education
rwise2,Richard Wise,1.0,Elementary Education
rwo2,Riley Wood,1.5,Engineering Technology & Management for Agricultural Systems
rwon2,Rebecca Wong,3.0,Computer Science + Music
rwrig2,Ryan Wright,3.0,Agricultural & Biological Engineering
rwrigh2,Rhonda Wright,3.0,Early Childhood Education
rwright2,Ronald Wright,3.5,Business + Data Science
sacost2,Scott Acosta,1.0,Computer Science + Astronomy
sallen2,Sandra Allen,5.0,Nutrition and Health
sander2,Susan Anderson,1.0,Teaching - Middle Grades Education
sander3,Scott Anderson,3.5,Management
sare2,Sean Arellano,4.0,Innovation
saust2,Stephen Austin,2.0,Materials Science & Engineering
save2,Sierra Avery,2.0,Marketing
sayers2,Samantha Ayers,4.5,Special Education
sba2,Sarah Ball,2.0,Computer Science + Music
sba3,Sarah Bates,2.0,Marketing
sbai2,Sharon Bailey,3.5,Neural Engineering
sbai3,Sarah Bailey,1.5,Computer Engineering
sbaker2,Suzanne Baker,3.0,Nutrition and Health
sbar2,Stephanie Barron,1.0,Computer Science + Animal Sciences
sbar3,Sandra Barker,4.5,Athletic Training
sbar4,Sarah Bartlett,4.5,Nuclear
sbarker2,Shane Barker,4.5,Special Education
sbass2,Stacy Bass,2.0,Geology
sbate2,Shannon Bates,3.0,Business + Data Science
sbe2,Shelby Bennett,1.5,Accountancy
sbean2,Sara Bean,2.0,Information Sciences + Data Science
sbecke2,Susan Becker,2.0,Agricultural & Biological Engineering
sber2,Susan Bernard,2.0,Agricultural & Biological Engineering
sbisho2,Susan Bishop,3.5,Human Development & Family Studies
sblac2,Stephanie Black,1.5,Information Sciences
sblake2,Steven Blake,1.5,Dietetics and Nutrition
sblevi2,Stanley Blevins,2.5,Information Sciences
sbow2,Stephen Bowers,3.5,Computer Science + Crop Sciences
sboyd2,Susan Boyd,1.5,Geology
sboyle2,Spencer Boyle,4.5,Civil Engineering
sbr2,Shaun Branch,3.0,Chemical Engineering
sbr4,Sandra Bradley,3.5,Environmental Engineering
sbr5,Steven Brown,1.5,Finance + Data Science
sbradfo2,Stephanie Bradford,3.0,Computer Science + Astronomy
sbroo2,Shaun Brooks,2.0,Hospitality Management
sbrown2,Stefanie Brown,4.5,Information Sciences
sbrowni2,Stacey Browning,3.0,Materials Science & Engineering
sbu2,Sarah Butler,4.5,Nutrition and Health
sbu3,Scott Butler,3.0,Teaching - Middle Grades Education
sbucha2,Steven Buchanan,1.5,Operations Management
sbur2,Sharon Burns,2.0,Special Education
sburge2,Sean Burgess,5.0,Operations Management
sburns2,Shawn Burns,4.5,Food Science
sca2,Sandra Caldwell,3.0,Chemistry
sca3,Sandra Campbell,3.5,Chemical Engineering
sca4,Shelby Castro,5.0,Aerospace Engineering
sca5,Sharon Campbell,4.5,Computer Science
scamer2,Samuel Cameron,1.0,Hospitality Management
scarey2,Samantha Carey,1.0,Agronomy
scarlso2,Sydney Carlson,1.5,Hospitality Management
scervan2,Shane Cervantes,3.5,Computer Science + Physics
schan2,Sheila Chan,4.0,Mechanical Engineering
schun2,Stacey Chung,3.5,Marketing
sco2,Stephanie Cooper,2.5,Computer Science + Physics
sco3,Sherry Cooper,1.5,Strategy
sco4,Samantha Cohen,1.5,Neural Engineering
sco5,Sean Cooper,2.0,Computer Science + Astronomy
sco6,Sheila Collier,2.5,Nutrition and Health
sco7,Shelby Cohen,3.0,Agricultural & Biological Engineering
scobb2,Sydney Cobb,3.5,Media & Cinema Studies
scof2,Sarah Coffey,4.0,Computer Science
scoff2,Sharon Coffey,2.0,Systems Engineering & Design
scohen2,Shawn Cohen,1.0,Nutrition and Health
scohen3,Sarah Cohen,4.0,Agronomy
scook2,Scott Cook,1.0,Information Sciences
scook3,Samuel Cook,1.5,Computer Science + Physics
scook4,Stacy Cook,2.0,Sustainability in Food & Environmental Systems
scow2,Steven Cowan,1.0,Innovation
scruz2,Susan Cruz,1.5,Architectural Studies
scruz3,Stephen Cruz,2.5,Information Systems
sda2,Scott Davis,3.0,Sustainability in Food & Environmental Systems
sdaven2,Scott Davenport,1.5,Advertising
sdavenp2,Steven Davenport,2.0,Finance + Data Science
sdavis2,Sarah Davis,1.5,Athletic Training
sdavis3,Sally Davis,4.0,Engineering Mechanics
sdelgad2,Susan Delgado,4.5,Nutrition and Health
sdiaz2,Sharon Diaz,1.0,Hospitality Management
sdic2,Scott Dickerson,3.0,Plant Biotechnology
sdix2,Stephanie Dixon,3.5,Advertising
sdomin2,Steven Dominguez,4.0,Physics
sduncan2,Shane Duncan,3.0,Civil Engineering
sdunn2,Stephanie Dunn,4.0,Electrical Engineering
sel2,Scott Ellis,3.5,Plant Biotechnology
sell2,Stephanie Elliott,1.5,Accountancy
seva2,Steven Evans,4.5,Elementary Education
sfarme2,Sabrina Farmer,5.0,Sustainable Design
sfer2,Sean Fernandez,5.0,Nutrition and Health
sfi2,Sandra Fisher,4.0,Accountancy + Data Science
sfiel2,Shawn Fields,2.0,Strategy
sfitzpa2,Shirley Fitzpatrick,4.0,Geology
sfloyd2,Stacy Floyd,3.0,Marketing
sfrazie2,Samantha Frazier,1.5,Computer Science + Physics
sfre2,Samantha Freeman,1.0,Accountancy
sga2,Shannon Gates,2.5,Engineering Technology & Management for Agricultural Systems
sgarc2,Sylvia Garcia,1.0,Chemical Engineering
sgarci2,Scott Garcia,3.0,Computer Science + Physics
sgarr2,Steve Garrett,1.5,Early Childhood Education
sgeorg2,Susan George,3.0,Aerospace Engineering
sgi2,Sarah Gillespie,2.0,Bioengineering
sgil2,Sheila Gillespie,5.0,Mechanical Engineering
sgilb2,Stephanie Gilbert,1.0,Supply Chain Management
sgill2,Samuel Gill,4.0,Mechanical Engineering
sglen2,Suzanne Glenn,5.0,Information Sciences + Data Science
sglenn2,Stephanie Glenn,1.5,Secondary Education
sgo2,Steven Gordon,3.0,Information Systems
sgon2,Shannon Gonzalez,2.0,Plant Biotechnology
sgonz2,Scott Gonzalez,4.5,Computer Science + Advertising
sgonza2,Shelly Gonzalez,2.5,Agricultural & Consumer Economics
sgonzal2,Sarah Gonzalez,4.5,Agronomy
sgoul2,Sarah Gould,2.5,Information Systems
sgr2,Sarah Grimes,3.0,Accountancy
sgr3,Susan Green,3.0,Mechanical Engineering
sgrego2,Stephen Gregory,3.0,Information Systems
sgutie2,Susan Gutierrez,3.5,Accountancy
sgutier2,Suzanne Gutierrez,3.5,Food Science
sha2,Steven Harris,4.5,Nuclear
sha3,Sharon Harper,2.5,Advertising
sha4,Shannon Harris,2.0,Accountancy
shahn2,Sandra Hahn,1.0,Systems Engineering & Design
shal2,Susan Hall,4.0,Accountancy + Data Science
shale2,Sara Haley,1.0,Secondary Education
shall2,Scott Hall,2.5,Accountancy + Data Science
shamilt2,Sheri Hamilton,3.5,Learning & Education Studies
shamilt3,Stephanie Hamilton,1.0,Computer Science
shar2,Steven Harrison,2.5,Secondary Education
sharr2,Seth Harrison,2.0,Engineering Technology & Management for Agricultural Systems
sharri2,Samantha Harrison,2.0,Athletic Training
shart2,Susan Hart,3.5,Learning & Education Studies
shayes2,Susan Hayes,2.5,Journalism
she2,Sarah Hernandez,2.5,Human Development & Family Studies
sher2,Stephanie Hernandez,3.0,Industrial Engineering
shern2,Sean Hernandez,1.0,Learning & Education Studies
shern3,Steven Hernandez,5.0,Marketing
sherrer2,Steven Herrera,4.5,Biochemistry
shi2,Steven Hinton,3.0,Computer Science + Animal Sciences
sho2,Shelby Howard,3.0,Computer Science + Animal Sciences
sho3,Sean Holmes,1.5,Computer Science + Music
shoffma2,Samuel Hoffman,2.5,Business + Data Science
shogan2,Stephanie Hogan,3.0,Industrial Engineering
shollan2,Steve Holland,4.5,Information Sciences
sholmes2,Sean Holmes,5.0,Engineering Technology & Management for Agricultural Systems
sholmes3,Samantha Holmes,2.5,Strategy
shorto2,Stacey Horton,4.5,Geology
showa2,Stacy Howard,3.5,Computer Science + Animal Sciences
showar2,Samuel Howard,4.5,Geology
showel2,Samantha Howell,4.5,Computer Science + Music
shu2,Susan Hudson,2.0,Middle Grades Education
shug2,Shawn Hughes,4.0,Nuclear
shughe2,Sarah Hughes,1.0,Geology
shughe3,Sarah Hughes,4.0,Industrial Engineering
shunt2,Samantha Hunt,2.5,Human Development & Family Studies
singra2,Sean Ingram,3.0,Physics
sja2,Sarah Jackson,1.0,Computer Science + Bioengineering
sjac2,Sandra Jackson,3.5,Physics
sjeff2,Sophia Jefferson,5.0,Neural Engineering
sjenni2,Steven Jennings,4.0,Computer Science + Crop Sciences
sjo2,Sandra Jones,2.5,Computer Science + Physics
sjoh2,Scott Johnson,2.0,Computer Science + Bioengineering
sjohn2,Scott Johnson,4.0,Systems Engineering & Design
sjohns2,Shirley Johnson,3.5,Information Sciences + Data Science
sjohnso3,Stephen Johnson,3.5,Advertising
sjohnso4,Shaun Johnson,4.5,Agricultural & Consumer Economics
sjohnso5,Samantha Johnson,1.5,Environmental Engineering
sjohnso6,Sharon Johnson,1.0,Physics
sjon3,Sophia Jones,1.0,Computer Science + Bioengineering
sjos2,Samantha Joseph,1.5,Sustainable Design
skauf2,Sonia Kaufman,1.5,Human Development & Family Studies
ske2,Sarah Kelley,5.0,Bioengineering
skel2,Stephanie Kelley,4.5,Athletic Training
ski2,Sheila Kim,3.5,Agronomy
skn2,Steven Knight,2.0,Dietetics and Nutrition
sknig2,Stephen Knight,4.0,Computer Science + Advertising
sknox2,Sandra Knox,5.0,Mechanical Engineering
skrau2,Stephanie Krause,5.0,Agronomy
slawre2,Selena Lawrence,3.5,Nuclear
sle2,Stephanie Lee,1.5,Secondary Education
sle3,Sandra Le,3.5,Industrial Engineering
slee2,Susan Lee,4.0,Business + Data Science
slewi2,Sandra Lewis,2.0,Geology
slewis2,Steven Lewis,4.5,Materials Science & Engineering
slove2,Sarah Love,3.0,Engineering Mechanics
slozano2,Sarah Lozano,1.5,Learning & Education Studies
slucas2,Seth Lucas,3.0,Aerospace Engineering
slync2,Sarah Lynch,2.0,Physics
sma2,Stephanie Martinez,2.5,Computer Science
sma4,Sean Martinez,1.0,Nuclear
smac2,Shannon Macdonald,3.5,Kinesiology
smack2,Stephen Mack,3.5,Agricultural & Biological Engineering
smars2,Sarah Marshall,5.0,Computer Science + Bioengineering
smart2,Seth Martin,1.5,Mechanical Engineering
smart3,Sharon Martinez,5.0,Sustainable Design
smarti2,Sharon Martinez,1.5,Sustainable Design
smarti3,Steven Martinez,4.5,Innovation
smarti4,Scott Martinez,4.0,Operations Management
smc2,Scott Mccarty,4.0,Supply Chain Management
smcca2,Sandra Mccarthy,5.0,Neural Engineering
smcclu2,Seth Mcclure,4.0,Finance
smcclu3,Sarah Mcclure,1.0,Sustainable Design
smcco2,Stacey Mccormick,1.5,Computer Science + Music
smccorm2,Sabrina Mccormick,1.5,Chemical Engineering
smcdon2,Sharon Mcdonald,2.5,Accountancy
smcfarl2,Sherry Mcfarland,5.0,Materials Science & Engineering
smcke2,Stacy Mckenzie,4.0,Middle Grades Education
smcph2,Samantha Mcpherson,1.5,Biochemistry
smend2,Steven Mendoza,3.5,Systems Engineering & Design
smez2,Stacey Meza,3.5,Marketing
smill2,Susan Miller,2.0,Agronomy
smiller2,Shannon Miller,3.0,Marketing
smo2,Sara Moon,2.5,Agronomy
smontgo2,Susan Montgomery,2.0,Geology
smoo2,Sierra Moore,4.0,Management
smoon2,Shannon Moon,4.0,Chemical Engineering
smoor2,Samantha Moore,5.0,Sustainability in Food & Environmental Systems
smoore2,Steve Moore,3.5,Middle Grades Education
smoore3,Shane Moore,4.0,Systems Engineering & Design
smor2,Sarah Morgan,4.5,Computer Engineering
smora2,Steven Moran,3.0,Finance
smorale2,Sylvia Morales,1.5,Dance
smoreno2,Samantha Moreno,4.0,Finance
smorga2,Sonya Morgan,1.0,Accountancy
smorri2,Susan Morris,1.0,Strategy
smorris2,Sarah Morris,2.5,Architectural Studies
smosle2,Sherri Mosley,4.5,Finance + Data Science
smu2,Susan Murphy,4.0,Computer Science + Music
smu3,Sean Murray,5.0,Computer Science + Bioengineering
smull2,Steven Mullins,4.0,Bioengineering
smullin2,Shannon Mullins,2.5,Sustainable Design
snel2,Sara Nelson,3.5,Computer Science + Physics
sngu2,Sherry Nguyen,1.0,Neural Engineering
sngu3,Steven Nguyen,1.5,Computer Science + Animal Sciences
snic2,Sean Nichols,2.5,Secondary Education
snielse2,Sabrina Nielsen,4.5,Media & Cinema Studies
sno2,Sharon Norton,4.5,Athletic Training
snorto2,Sharon Norton,4.5,Dietetics and Nutrition
snun2,Sherry Nunez,3.5,Computer Science + Advertising
sobrie2,Stanley Obrien,4.5,Finance
sochoa2,Susan Ochoa,2.5,Engineering Technology & Management for Agricultural Systems
solson2,Sarah Olson,3.5,Computer Science + Crop Sciences
soroz2,Sean Orozco,3.0,Elementary Education
sorozc2,Shannon Orozco,1.5,Computer Science + Animal Sciences
sosbor2,Steven Osborne,2.5,Computer Science + Bioengineering
sowens2,Stephanie Owens,4.5,Elementary Education
spalme2,Shannon Palmer,5.0,Supply Chain Management
spalme3,Stephen Palmer,4.5,Computer Science + Physics
spate2,Sheila Patel,4.5,Food Science
spe2,Steven Petersen,1.5,Athletic Training
spea2,Suzanne Pearson,3.5,Computer Engineering
spena2,Samuel Pena,3.5,Computer Science + Physics
sper2,Susan Perez,4.0,Dietetics and Nutrition
sperry2,Sean Perry,3.0,Chemical Engineering
sperry3,Susan Perry,4.0,Chemical Engineering
spet2,Sarah Peterson,2.5,Electrical Engineering
